id,log
10,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=ucuz,mutfak=italyan)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=18)', 'S: teklif_et(restoran=ask restaurant,restoran=la margherita)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: veda_et()', 'S: veda_et()']"
11,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=17,gün=pazartesi,kişi sayısı=3,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=akdeniz,fiyat=pahalı)', 'S: teklif_et(restoran=la mimosa,restoran=shiraz restaurant)', 'K: seç(restoran=shiraz restaurant)', 'S: onaylandı(shiraz restaurant)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02126382653,puan=3)', 'K: veda_et()', 'S: veda_et()']"
12,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,mutfak=avrupa,gün=pazartesi,fiyat=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=14)', 'S: teklif_et(restoran=michaelhouse cafe,restoran=hotel du vin and bistro)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0212106713,puan=4)', 'K: veda_et()', 'S: veda_et()']"
13,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,mutfak=avrupa)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,gün=pazartesi,fiyat=pahalı)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=eraina)', 'S: onaylandı(eraina)', 'K: veda_et()', 'S: veda_et()']"
14,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kuzey amerika)', 'S: teklif_et(restoran=gourmet burger kitchen)', 'K: seç(restoran=gourmet burger kitchen)', 'S: onaylandı(gourmet burger kitchen)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02128346868)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: tekrar_sor()', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
15,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,saat=12,mutfak=italyan,fiyat=ucuz)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=pizza hut city centre,restoran=da vinci pizzeria,restoran=zizzi cambridge)', 'K: reddet()', 'S: veda_et()']"
16,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=12,kişi sayısı=3)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,gün=pazartesi,yer=anadolu yakası)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: reddet()', 'S: veda_et()']"
17,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4,yer=anadolu yakası,saat=15)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,fiyat=pahalı,gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: alternatif_sor()', 'S: teklif_et(restoran=maharajah tandoori restaurant,restoran=india house,restoran=panahar)', 'K: seç(restoran=panahar)', 'S: onaylandı(panahar)', 'K: veda_et()', 'S: veda_et()']"
18,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fransız,kişi sayısı=2)', 'S: teklif_et(restoran=restaurant two two,restoran=cote)', 'K: seç(restoran=cote)', 'S: onaylandı(cote)', 'K: veda_et()', 'S: veda_et()']"
19,"['S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=fark etmez)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kuzey amerika,yer=avrupa yakası,kişi sayısı=2)', 'S: teklif_et(restoran=gourmet burger kitchen)', 'K: seç(restoran=gourmet burger kitchen)', 'S: onaylandı(gourmet burger kitchen)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02128346868)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
20,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,mutfak=hint,yer=avrupa yakası,fiyat=pahalı)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,saat=16)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=pipasha restaurant)', 'K: alternatif_sor()', 'S: teklif_et(restoran=saffron brasserie,restoran=curry queen,restoran=sitar tandoori)', 'K: reddet()', 'S: veda_et()']"
21,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=lübnan,kişi sayısı=4)', 'S: bilgilendir(işlem başarısız)', 'K: tekrar_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
22,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,gün=fark etmez,saat=12,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=pizza express,restoran=prezzo)', 'K: seç(restoran=prezzo)', 'S: onaylandı(prezzo)', 'K: veda_et()', 'S: veda_et()']"
23,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası,kişi sayısı=4,mutfak=italyan)', 'S: teklif_et(restoran=ask restaurant,restoran=la margherita,restoran=pizza express Fen Ditton)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=la margherita)', 'S: onaylandı(la margherita)', 'K: veda_et()', 'S: veda_et()']"
24,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=fark etmez,gün=fark etmez)', 'S: iste(saat)', 'K: bilgilendir(saat=16)', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: tekrar_sor()', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: veda_et()', 'S: veda_et()']"
25,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,gün=pazartesi)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4)', 'S: iste(saat)', 'K: bilgilendir(saat=19)', 'S: teklif_et(restoran=the missing sock,restoran=the good luck çin food takeaway,restoran=restaurant alimentum)', 'K: alternatif_sor()', 'S: teklif_et(restoran=yu garden,restoran=ask restaurant,restoran=jinling noodle bar)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=0212876674)', 'K: veda_et()', 'S: veda_et()']"
26,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=fark etmez,saat=fark etmez,fiyat=pahalı,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=michaelhouse cafe)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0212106713,puan=4)', 'K: veda_et()', 'S: veda_et()']"
27,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=19)', 'S: teklif_et(restoran=dojo noodle bar,restoran=j restaurant,restoran=saigon city)', 'K: alternatif_sor()', 'S: teklif_et(restoran=kymmoy)', 'K: seç(restoran=kymmoy)', 'S: onaylandı(kymmoy)', 'K: veda_et()', 'S: veda_et()']"
28,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,fiyat=pahalı,saat=14,mutfak=hint)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=fark etmez)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: alternatif_sor()', 'S: teklif_et(restoran=the golden curry,restoran=maharajah tandoori restaurant,restoran=india house)', 'K: reddet()', 'S: veda_et()']"
29,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,gün=pazartesi)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2,saat=15)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: seç(restoran=taj tandoori)', 'S: onaylandı(taj tandoori)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02168735409,puan=4)', 'K: veda_et()', 'S: veda_et()']"
30,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,mutfak=ingiliz,saat=14,kişi sayısı=2)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=restaurant one seven,restoran=the oak bistro,restoran=cotto)', 'K: seç(restoran=restaurant one seven)', 'S: onaylandı(restaurant one seven)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02164174014,puan=4)', 'K: veda_et()', 'S: veda_et()']"
31,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=hint,gün=pazartesi)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,fiyat=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=1,saat=14)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: alternatif_sor()', 'S: teklif_et(restoran=tandoori palace,restoran=kohinoor,restoran=the golden curry)', 'K: seç(restoran=the golden curry)', 'S: onaylandı(the golden curry)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02166062541)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
32,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=fark etmez,mutfak=ingiliz,kişi sayısı=4)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=20)', 'S: teklif_et(restoran=restaurant one seven,restoran=the oak bistro,restoran=the copper kettle)', 'K: seç(restoran=the oak bistro)', 'S: onaylandı(the oak bistro)', 'K: veda_et()', 'S: veda_et()']"
33,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,gün=pazartesi,saat=16,fiyat=pahalı,kişi sayısı=3)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=city stop restaurant)', 'S: onaylandı(city stop restaurant)', 'K: veda_et()', 'S: veda_et()']"
34,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,mutfak=modern avrupa,gün=pazartesi,saat=15)', 'S: teklif_et(restoran=restaurant alimentum,restoran=riverside brasserie)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
35,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=14,yer=avrupa yakası,kişi sayısı=4)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya,gün=fark etmez,fiyat=pahalı)', 'S: teklif_et(restoran=kymmoy)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
36,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası,saat=13)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,gün=pazartesi,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=ugly duckling)', 'K: seç(restoran=ugly duckling)', 'S: onaylandı(ugly duckling)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02127951968,puan=3)', 'K: tekrar_sor()', 'S: bilgilendir(telefon_no=02127951968,puan=3)', 'K: veda_et()', 'S: veda_et()']"
37,"['K: selam_ver()', 'S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=20,kişi sayısı=fark etmez,fiyat=orta,mutfak=doğu asya)', 'S: bilgilendir(işlem başarısız)', 'K: tekrar_sor()', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(mutfak=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=curry prince,restoran=pizza express)', 'K: alternatif_sor()', 'S: teklif_et(restoran=restaurant one seven,restoran=de luca cucina and bar,restoran=riverside brasserie)', 'K: reddet()', 'S: veda_et()']"
38,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,mutfak=hint,yer=avrupa yakası,saat=17)', 'S: teklif_et(restoran=the nirala,restoran=rajmahal)', 'K: seç(restoran=rajmahal)', 'S: onaylandı(rajmahal)', 'K: veda_et()', 'S: veda_et()']"
39,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=fark etmez,kişi sayısı=fark etmez,mutfak=çin,yer=avrupa yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,saat=19)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=jinling noodle bar)', 'K: seç(restoran=jinling noodle bar)', 'S: onaylandı(jinling noodle bar)', 'K: veda_et()', 'S: veda_et()']"
40,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=12,gün=pazartesi,fiyat=ucuz)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,kişi sayısı=3)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=pizza hut city centre,restoran=charlie chan,restoran=kohinoor)', 'K: seç(restoran=charlie chan)', 'S: onaylandı(charlie chan)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02166078163,puan=4)', 'K: veda_et()', 'S: veda_et()']"
41,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4,mutfak=avrupa,fiyat=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=17)', 'S: teklif_et(restoran=michaelhouse cafe)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: veda_et()', 'S: veda_et()']"
42,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2,saat=17)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=pizza hut city centre,restoran=pizza hut cherry hinton,restoran=stazione restaurant and coffee bar)', 'K: reddet()', 'S: veda_et()']"
43,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: tekrar_sor()', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2)', 'S: iste(saat)', 'K: bilgilendir(saat=13)', 'S: teklif_et(restoran=cocum,restoran=the nirala,restoran=pipasha restaurant)', 'K: reddet()', 'S: veda_et()']"
44,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=italyan)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=1)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=19)', 'S: teklif_et(restoran=pizza hut city centre,restoran=pizza hut cherry hinton,restoran=stazione restaurant and coffee bar)', 'K: alternatif_sor()', 'S: teklif_et(restoran=pizza express,restoran=prezzo,restoran=da vinci pizzeria)', 'K: seç(restoran=da vinci pizzeria)', 'S: onaylandı(da vinci pizzeria)', 'K: veda_et()', 'S: veda_et()']"
45,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,kişi sayısı=3,yer=avrupa yakası)', 'S: teklif_et(restoran=travellers rest)', 'K: seç(restoran=travellers rest)', 'S: onaylandı(travellers rest)', 'K: veda_et()', 'S: veda_et()']"
46,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=fark etmez,saat=14,fiyat=pahalı,gün=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=chiquito restaurant bar)', 'K: alternatif_sor()', 'S: teklif_et(restoran=darrys cookhouse and wine shop,restoran=cocum,restoran=michaelhouse cafe)', 'K: seç(restoran=cocum)', 'S: onaylandı(cocum)', 'K: veda_et()', 'S: veda_et()']"
47,"['K: selam_ver()', 'S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=gastropub)', 'S: teklif_et(restoran=the cow pizza kitchen and bar,restoran=the slug and lettuce,restoran=royal standard)', 'K: seç(restoran=the cow pizza kitchen and bar)', 'S: onaylandı(the cow pizza kitchen and bar)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02126016519)', 'K: tekrar_sor()', 'S: bilgilendir(telefon_no=02126016519)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
48,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,gün=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=3,fiyat=pahalı)', 'S: iste(saat)', 'K: bilgilendir(saat=14)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=ugly duckling)', 'K: tekrar_sor()', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=ugly duckling)', 'K: alternatif_sor()', 'S: teklif_et(restoran=peking restaurant,restoran=the hotpot,restoran=tang çin)', 'K: reddet()', 'S: veda_et()']"
49,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,saat=19)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=portekiz,fiyat=ucuz)', 'S: teklif_et(restoran=nandos,restoran=nandos city centre)', 'K: seç(restoran=nandos city centre)', 'S: onaylandı(nandos city centre)', 'K: veda_et()', 'S: veda_et()']"
50,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=2,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa)', 'S: teklif_et(restoran=eraina,restoran=galleria,restoran=city stop restaurant)', 'K: reddet()', 'S: veda_et()']"
51,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=hint,kişi sayısı=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=12)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=the nirala)', 'K: alternatif_sor()', 'S: teklif_et(restoran=pipasha restaurant,restoran=the gandhi,restoran=saffron brasserie)', 'K: seç(restoran=saffron brasserie)', 'S: onaylandı(saffron brasserie)', 'K: veda_et()', 'S: veda_et()']"
52,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=çin,yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4,fiyat=pahalı)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=20)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=ugly duckling)', 'K: alternatif_sor()', 'S: teklif_et(restoran=peking restaurant,restoran=the hotpot,restoran=tang çin)', 'K: reddet()', 'S: veda_et()']"
53,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=avrupa,saat=17,fiyat=pahalı,kişi sayısı=fark etmez)', 'S: teklif_et(restoran=michaelhouse cafe,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: veda_et()', 'S: veda_et()']"
54,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=fark etmez,gün=pazartesi,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fransız,saat=12)', 'S: teklif_et(restoran=restaurant two two,restoran=cote)', 'K: seç(restoran=cote)', 'S: onaylandı(cote)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02126759599,puan=5)', 'K: veda_et()', 'S: veda_et()']"
55,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=çin,gün=pazartesi,fiyat=orta)', 'S: teklif_et(restoran=lan hong house,restoran=golden wok,restoran=shanghai family restaurant)', 'K: reddet()', 'S: veda_et()']"
56,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=modern avrupa,saat=14)', 'S: teklif_et(restoran=de luca cucina and bar,restoran=riverside brasserie)', 'K: seç(restoran=riverside brasserie)', 'S: onaylandı(riverside brasserie)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0216885565,puan=3)', 'K: veda_et()', 'S: veda_et()']"
57,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,saat=16)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: reddet()', 'S: veda_et()']"
58,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,kişi sayısı=1,yer=avrupa yakası,fiyat=fark etmez)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: iste(saat)', 'K: bilgilendir(saat=15)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=the nirala)', 'K: seç(restoran=the nirala)', 'S: onaylandı(the nirala)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02127022581,puan=4)', 'K: tekrar_sor()', 'S: bilgilendir(telefon_no=02127022581,puan=4)', 'K: veda_et()', 'S: veda_et()']"
59,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=16)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4,gün=pazartesi)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=the nirala)', 'K: reddet()', 'S: veda_et()']"
60,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4,gün=pazartesi,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=meksika)', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(kişi sayısı=fark etmez)', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(gün=fark etmez)', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(yer=fark etmez)', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
61,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=13)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=vietnam,kişi sayısı=3)', 'S: teklif_et(restoran=thanh binh)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
62,"['S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa,gün=pazartesi)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: seç(restoran=eraina)', 'S: onaylandı(eraina)', 'K: veda_et()', 'S: veda_et()']"
