id,log,task_id
10,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=ucuz,mutfak=italyan)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=18)', 'S: teklif_et(restoran=ask restaurant,restoran=la margherita)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: veda_et()', 'S: veda_et()']"
11,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=17,gün=pazartesi,kişi sayısı=3,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=akdeniz,fiyat=pahalı)', 'S: teklif_et(restoran=la mimosa,restoran=shiraz restaurant)', 'K: seç(restoran=shiraz restaurant)', 'S: onaylandı(shiraz restaurant)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02126382653,puan=3)', 'K: veda_et()', 'S: veda_et()']"
12,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,mutfak=avrupa,gün=pazartesi,fiyat=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,saat=14)', 'S: teklif_et(restoran=michaelhouse cafe,restoran=hotel du vin and bistro)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0212106713,puan=4)', 'K: veda_et()', 'S: veda_et()']"
13,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,mutfak=avrupa)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,gün=pazartesi,fiyat=pahalı)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=eraina)', 'S: onaylandı(eraina)', 'K: veda_et()', 'S: veda_et()']"
14,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kuzey amerika)', 'S: teklif_et(restoran=gourmet burger kitchen)', 'K: seç(restoran=gourmet burger kitchen)', 'S: onaylandı(gourmet burger kitchen)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02128346868)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: tekrar_sor()', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
15,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,saat=12,mutfak=italyan,fiyat=ucuz)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=pizza hut city centre,restoran=da vinci pizzeria,restoran=zizzi cambridge)', 'K: reddet()', 'S: veda_et()']"
16,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=12,kişi sayısı=3)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,gün=pazartesi,yer=anadolu yakası)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: reddet()', 'S: veda_et()']"
17,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4,yer=anadolu yakası,saat=15)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,fiyat=pahalı,gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: alternatif_sor()', 'S: teklif_et(restoran=maharajah tandoori restaurant,restoran=india house,restoran=panahar)', 'K: seç(restoran=panahar)', 'S: onaylandı(panahar)', 'K: veda_et()', 'S: veda_et()']"
18,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fransız,kişi sayısı=2)', 'S: teklif_et(restoran=restaurant two two,restoran=cote)', 'K: seç(restoran=cote)', 'S: onaylandı(cote)', 'K: veda_et()', 'S: veda_et()']"
19,"['S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=fark etmez)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kuzey amerika,yer=avrupa yakası,kişi sayısı=2)', 'S: teklif_et(restoran=gourmet burger kitchen)', 'K: seç(restoran=gourmet burger kitchen)', 'S: onaylandı(gourmet burger kitchen)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02128346868)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
20,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=1,mutfak=hint,yer=avrupa yakası,fiyat=pahalı)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,saat=16)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=pipasha restaurant)', 'K: alternatif_sor()', 'S: teklif_et(restoran=saffron brasserie,restoran=curry queen,restoran=sitar tandoori)', 'K: reddet()', 'S: veda_et()']"
21,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=lübnan,kişi sayısı=4)', 'S: bilgilendir(işlem başarısız)', 'K: tekrar_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
22,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,gün=fark etmez,saat=12,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=pizza express,restoran=prezzo)', 'K: seç(restoran=prezzo)', 'S: onaylandı(prezzo)', 'K: veda_et()', 'S: veda_et()']"
23,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası,kişi sayısı=4,mutfak=italyan)', 'S: teklif_et(restoran=ask restaurant,restoran=la margherita,restoran=pizza express Fen Ditton)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=la margherita)', 'S: onaylandı(la margherita)', 'K: veda_et()', 'S: veda_et()']"
24,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=fark etmez,gün=fark etmez)', 'S: iste(saat)', 'K: bilgilendir(saat=16)', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: tekrar_sor()', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: veda_et()', 'S: veda_et()']"
25,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,gün=pazartesi)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4)', 'S: iste(saat)', 'K: bilgilendir(saat=19)', 'S: teklif_et(restoran=the missing sock,restoran=the good luck çin food takeaway,restoran=restaurant alimentum)', 'K: alternatif_sor()', 'S: teklif_et(restoran=yu garden,restoran=ask restaurant,restoran=jinling noodle bar)', 'K: seç(restoran=ask restaurant)', 'S: onaylandı(ask restaurant)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=0212876674)', 'K: veda_et()', 'S: veda_et()']"
26,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=fark etmez,saat=fark etmez,fiyat=pahalı,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: teklif_et(restoran=michaelhouse cafe)', 'K: seç(restoran=michaelhouse cafe)', 'S: onaylandı(michaelhouse cafe)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0212106713,puan=4)', 'K: veda_et()', 'S: veda_et()']"
27,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya)', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=19)', 'S: teklif_et(restoran=dojo noodle bar,restoran=j restaurant,restoran=saigon city)', 'K: alternatif_sor()', 'S: teklif_et(restoran=kymmoy)', 'K: seç(restoran=kymmoy)', 'S: onaylandı(kymmoy)', 'K: veda_et()', 'S: veda_et()']"
28,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,fiyat=pahalı,saat=14,mutfak=hint)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=fark etmez)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: alternatif_sor()', 'S: teklif_et(restoran=the golden curry,restoran=maharajah tandoori restaurant,restoran=india house)', 'K: reddet()', 'S: veda_et()']"
29,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,gün=pazartesi)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2,saat=15)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: seç(restoran=taj tandoori)', 'S: onaylandı(taj tandoori)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02168735409,puan=4)', 'K: veda_et()', 'S: veda_et()']"
30,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,mutfak=ingiliz,saat=14,kişi sayısı=2)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=restaurant one seven,restoran=the oak bistro,restoran=cotto)', 'K: seç(restoran=restaurant one seven)', 'S: onaylandı(restaurant one seven)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02164174014,puan=4)', 'K: veda_et()', 'S: veda_et()']"
31,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,mutfak=hint,gün=pazartesi)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,fiyat=fark etmez)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=1,saat=14)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=curry prince)', 'K: alternatif_sor()', 'S: teklif_et(restoran=tandoori palace,restoran=kohinoor,restoran=the golden curry)', 'K: seç(restoran=the golden curry)', 'S: onaylandı(the golden curry)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02166062541)', 'K: iste(puan)', 'S: bilgilendir(puan=4)', 'K: veda_et()', 'S: veda_et()']"
32,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=fark etmez,mutfak=ingiliz,kişi sayısı=4)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=20)', 'S: teklif_et(restoran=restaurant one seven,restoran=the oak bistro,restoran=the copper kettle)', 'K: seç(restoran=the oak bistro)', 'S: onaylandı(the oak bistro)', 'K: veda_et()', 'S: veda_et()']"
33,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,gün=pazartesi,saat=16,fiyat=pahalı,kişi sayısı=3)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=avrupa)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=city stop restaurant)', 'S: onaylandı(city stop restaurant)', 'K: veda_et()', 'S: veda_et()']"
34,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,mutfak=modern avrupa,gün=pazartesi,saat=15)', 'S: teklif_et(restoran=restaurant alimentum,restoran=riverside brasserie)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
35,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=14,yer=avrupa yakası,kişi sayısı=4)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya,gün=fark etmez,fiyat=pahalı)', 'S: teklif_et(restoran=kymmoy)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']"
36,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=avrupa yakası,saat=13)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,gün=pazartesi,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=4)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=ugly duckling)', 'K: seç(restoran=ugly duckling)', 'S: onaylandı(ugly duckling)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02127951968,puan=3)', 'K: tekrar_sor()', 'S: bilgilendir(telefon_no=02127951968,puan=3)', 'K: veda_et()', 'S: veda_et()']"
37,"['K: selam_ver()', 'S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=20,kişi sayısı=fark etmez,fiyat=orta,mutfak=doğu asya)', 'S: bilgilendir(işlem başarısız)', 'K: tekrar_sor()', 'S: bilgilendir(işlem başarısız)', 'K: değiştir(mutfak=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=curry prince,restoran=pizza express)', 'K: alternatif_sor()', 'S: teklif_et(restoran=restaurant one seven,restoran=de luca cucina and bar,restoran=riverside brasserie)', 'K: reddet()', 'S: veda_et()']"
38,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,mutfak=hint,yer=avrupa yakası,saat=17)', 'S: teklif_et(restoran=the nirala,restoran=rajmahal)', 'K: seç(restoran=rajmahal)', 'S: onaylandı(rajmahal)', 'K: veda_et()', 'S: veda_et()']"
39,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=fark etmez,kişi sayısı=fark etmez,mutfak=çin,yer=avrupa yakası)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi,saat=19)', 'S: teklif_et(restoran=the good luck çin food takeaway,restoran=yu garden,restoran=jinling noodle bar)', 'K: seç(restoran=jinling noodle bar)', 'S: onaylandı(jinling noodle bar)', 'K: veda_et()', 'S: veda_et()']"
40,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=12,gün=pazartesi,fiyat=ucuz)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,kişi sayısı=3)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=pizza hut city centre,restoran=charlie chan,restoran=kohinoor)', 'K: seç(restoran=charlie chan)', 'S: onaylandı(charlie chan)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02166078163,puan=4)', 'K: veda_et()', 'S: veda_et()']"
0,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=14,mutfak=hint)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,fiyat=pahalı)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=1,gün=fark etmez)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=tandoori palace)', 'K: seç(restoran=curry garden)', 'S: onaylandı(curry garden)', 'K: veda_et()', 'S: veda_et()']",1611
1,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,saat=15)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=italyan,fiyat=fark etmez)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=3)', 'S: teklif_et(restoran=pizza hut city centre,restoran=pizza hut cherry hinton,restoran=stazione restaurant and coffee bar)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02161215595,puan=4)', 'K: veda_et()', 'S: veda_et()']",1612
2,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,saat=18,fiyat=orta,kişi sayısı=2)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,yer=anadolu yakası)', 'S: teklif_et(restoran=golden wok,restoran=shanghai family restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1613
3,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=12,fiyat=pahalı,mutfak=türk,gün=pazartesi)', 'S: teklif_et(restoran=meze bar)', 'K: seç(restoran=meze bar)', 'S: onaylandı(meze bar)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0212664319,puan=3)', 'K: veda_et()', 'S: veda_et()']",1614
4,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=3)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=portekiz)', 'S: teklif_et(restoran=nandos,restoran=nandos city centre)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1615
5,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=fark etmez,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=fark etmez,fiyat=pahalı,gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=14)', 'S: teklif_et(restoran=curry garden,restoran=taj tandoori,restoran=stazione restaurant and coffee bar)', 'K: seç(restoran=taj tandoori)', 'S: onaylandı(taj tandoori)', 'K: veda_et()', 'S: veda_et()']",1616
6,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=fark etmez,saat=14,mutfak=italyan)', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası,kişi sayısı=3,fiyat=pahalı)', 'S: teklif_et(restoran=stazione restaurant and coffee bar,restoran=frankie and bennys,restoran=clowns cafe)', 'K: seç(restoran=stazione restaurant and coffee bar)', 'S: onaylandı(stazione restaurant and coffee bar)', 'K: veda_et()', 'S: veda_et()']",1617
7,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=18,fiyat=ucuz,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya,kişi sayısı=4,yer=avrupa yakası)', 'S: teklif_et(restoran=j restaurant)', 'K: reddet()', 'S: veda_et()']",1618
8,"['K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=anadolu yakası,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=african)', 'S: teklif_et(restoran=bedouin)', 'K: seç(restoran=bedouin)', 'S: onaylandı(bedouin)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02168280118)', 'K: veda_et()', 'S: veda_et()']",1619
9,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı,gün=pazartesi,kişi sayısı=4,mutfak=avrupa)', 'S: iste(yer)', 'K: tekrar_sor()', 'S: iste(yer)', 'K: bilgilendir(yer=anadolu yakası)', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: tekrar_sor()', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: tekrar_sor()', 'S: teklif_et(restoran=eraina,restoran=city stop restaurant,restoran=cambridge lodge restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=eraina)', 'S: onaylandı(eraina)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=02163105171,puan=4)', 'K: veda_et()', 'S: veda_et()']",1620
10,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: tekrar_sor()', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,gün=pazartesi,saat=12)', 'S: teklif_et(restoran=charlie chan,restoran=rice house,restoran=the lucky star)', 'K: alternatif_sor()', 'S: teklif_et(restoran=hakka,restoran=golden wok,restoran=shanghai family restaurant)', 'K: seç(restoran=hakka)', 'S: onaylandı(hakka)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02167572707)', 'K: veda_et()', 'S: veda_et()']",1621
11,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,yer=anadolu yakası,fiyat=ucuz,saat=16)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin,kişi sayısı=3)', 'S: teklif_et(restoran=rice house,restoran=the lucky star)', 'K: seç(restoran=the lucky star)', 'S: onaylandı(the lucky star)', 'K: veda_et()', 'S: veda_et()']",1622
12,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,kişi sayısı=2,fiyat=pahalı,mutfak=akdeniz)', 'S: teklif_et(restoran=la mimosa,restoran=shiraz restaurant)', 'K: seç(restoran=la mimosa)', 'S: onaylandı(la mimosa)', 'K: veda_et()', 'S: veda_et()']",1623
13,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,yer=fark etmez,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=çin)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=1,fiyat=orta)', 'S: teklif_et(restoran=jinling noodle bar,restoran=golden wok,restoran=shanghai family restaurant)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: seç(restoran=golden wok)', 'S: onaylandı(golden wok)', 'K: veda_et()', 'S: veda_et()']",1624
14,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=pahalı,mutfak=hint,kişi sayısı=4)', 'S: iste(yer)', 'K: tekrar_sor()', 'S: iste(yer)', 'K: bilgilendir(yer=avrupa yakası,gün=pazartesi)', 'S: iste(saat)', 'K: bilgilendir(saat=12)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=pipasha restaurant)', 'K: alternatif_sor()', 'S: teklif_et(restoran=saffron brasserie,restoran=curry queen,restoran=sitar tandoori)', 'K: seç(restoran=curry queen)', 'S: onaylandı(curry queen)', 'K: veda_et()', 'S: veda_et()']",1625
15,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=15,fiyat=pahalı)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ingiliz,yer=fark etmez,kişi sayısı=4)', 'S: iste(gün)', 'K: bilgilendir(gün=pazartesi)', 'S: teklif_et(restoran=fitzbillies restaurant,restoran=graffiti,restoran=grafton hotel restaurant)', 'K: alternatif_sor()', 'S: teklif_et(restoran=travellers rest,restoran=the cambridge chop house,restoran=midsummer house restaurant)', 'K: seç(restoran=midsummer house restaurant)', 'S: onaylandı(midsummer house restaurant)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02167886155)', 'K: veda_et()', 'S: veda_et()']",1626
16,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=doğu asya,fiyat=pahalı)', 'S: teklif_et(restoran=saigon city)', 'K: seç(restoran=saigon city)', 'S: onaylandı(saigon city)', 'K: iste(telefon_no)', 'S: bilgilendir(telefon_no=02125464662)', 'K: veda_et()', 'S: veda_et()']",1627
17,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=orta,kişi sayısı=2,gün=pazartesi,mutfak=çin,saat=18)', 'S: teklif_et(restoran=jinling noodle bar,restoran=golden wok,restoran=shanghai family restaurant)', 'K: reddet()', 'S: veda_et()']",1628
18,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,kişi sayısı=4,gün=pazartesi,fiyat=ucuz,yer=anadolu yakası)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=ispanyol,saat=fark etmez)', 'S: teklif_et(restoran=la raza)', 'K: seç(restoran=la raza)', 'S: onaylandı(la raza)', 'K: iste(telefon_no,puan)', 'S: bilgilendir(telefon_no=0216129444,puan=4)', 'K: veda_et()', 'S: veda_et()']",1629
19,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=19,yer=anadolu yakası,gün=pazartesi)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=kore,kişi sayısı=3)', 'S: teklif_et(restoran=backstreet bistro)', 'K: alternatif_sor()', 'S: bilgilendir(işlem başarısız)', 'K: veda_et()', 'S: veda_et()']",1630
20,"['K: selam_ver()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,gün=pazartesi,mutfak=fark etmez,yer=anadolu yakası)', 'S: iste(kişi sayısı)', 'K: bilgilendir(kişi sayısı=2,fiyat=orta)', 'S: iste(saat)', 'K: bilgilendir(saat=20)', 'S: teklif_et(restoran=pizza hut cherry hinton,restoran=curry prince,restoran=pizza express)', 'K: seç(restoran=curry prince)', 'S: onaylandı(curry prince)', 'K: veda_et()', 'S: veda_et()']",1631
21,"['S: iste(amaç)', 'K: tekrar_sor()', 'S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,saat=16)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=akdeniz)', 'S: teklif_et(restoran=la mimosa,restoran=shiraz restaurant)', 'K: seç(restoran=shiraz restaurant)', 'S: onaylandı(shiraz restaurant)', 'K: veda_et()', 'S: veda_et()']",1632
22,"['S: iste(amaç)', 'K: bilgilendir(amaç=restoran rezervasyonu,fiyat=fark etmez,gün=pazartesi,yer=avrupa yakası,kişi sayısı=2,saat=14)', 'S: iste(mutfak)', 'K: bilgilendir(mutfak=hint)', 'S: teklif_et(restoran=cocum,restoran=rice boat,restoran=the nirala)', 'K: alternatif_sor()', 'S: teklif_et(restoran=pipasha restaurant,restoran=royal spice,restoran=the gandhi)', 'K: reddet()', 'S: veda_et()']",1633
